ID,CASE_NUMBER,BLOCK,IUCR_CODE,PRIMARY_TYPE,DESCRIPTION,LOCATION_DESC,ARREST,DOMESTIC,BEAT_NUM,DISTRICT_CODE,WARD_NO,COMMUNITY_CODE,FBI_CODE,X_COORDINATE,Y_COORDINATE,INCIDENT_YEAR,DATE_OF_UPDATE,LATITUDE,LONGITUDE,LOCATION,INCIDENT_DAYOFWEEK,INCIDENT_DATE,INCIDENT_TIME,INCIDENT_MONTH
10000089,XH416664,23XX E PULASKI RD,730,THEFT,SHOPLIFTING,CONVENIENCE STORE,True,False,1221,11,8.0,6.0,12,1174806.0,1880618.0,2016,2016-07-08 07:54:00,41.81994691,-87.58267075,"(41.81994691, -87.58267075)",SATURDAY,2016-06-11,07:54:00,6
10000090,NT991628,36XX N FULLERTON AVE,460,BATTERY,SIMPLE,STREET,False,False,1511,12,31.0,70.0,01A,1151303.0,1897769.0,2023,2024-01-12 16:01:00,41.78648133,-87.71886929,"(41.78648133, -87.71886929)",SATURDAY,2023-12-30,16:01:00,12
10000091,MC225092,70XX E COTTAGE GROVE AVE,910,VANDALISM,CRIMINAL DAMAGE,ALLEY,False,False,911,12,38.0,4.0,14,1199400.0,1890235.0,2016,2016-12-23 09:37:00,41.85893267,-87.7435299,"(41.85893267, -87.7435299)",MONDAY,2016-12-12,09:37:00,12
10000092,SO863683,84XX E COTTAGE GROVE AVE,1240,NARCOTICS,POSS: HEROIN(WHITE),RETAIL STORE,True,False,212,25,26.0,76.0,14,1171843.0,1901141.0,2020,2020-12-07 21:04:00,41.9827582,-87.58029439,"(41.9827582, -87.58029439)",WEDNESDAY,2020-11-25,21:04:00,11
10000093,AF637704,91XX E GRAND AVE,620,BURGLARY,UNLAWFUL ENTRY,ALLEY,False,False,212,22,15.0,73.0,03,1199118.0,1863430.0,2015,2015-06-12 09:20:00,41.913603,-87.72860122,"(41.913603, -87.72860122)",WEDNESDAY,2015-05-13,09:20:00,5
10000094,PP409181,71XX N MADISON ST,1240,NARCOTICS,POSS: HEROIN(WHITE),VEHICLE NON-COMMERCIAL,True,False,711,16,5.0,5.0,03,1194396.0,1862872.0,2022,2022-04-26 19:14:00,41.72141751,-87.69745754,"(41.72141751, -87.69745754)",WEDNESDAY,2022-04-20,19:14:00,4
10000095,MD748263,22XX E HALSTED ST,610,BURGLARY,FORCIBLE ENTRY,PARK PROPERTY,True,True,912,17,10.0,7.0,06,1174016.0,1857758.0,2016,2016-02-15 04:36:00,41.93716919,-87.61247271,"(41.93716919, -87.61247271)",THURSDAY,2016-01-28,04:36:00,1
10000096,MC975986,88XX W CICERO AVE,610,BURGLARY,FORCIBLE ENTRY,SIDEWALK,False,False,1111,25,23.0,70.0,16,1190920.0,1883490.0,2023,2023-06-12 18:06:00,41.85608057,-87.54776085,"(41.85608057, -87.54776085)",FRIDAY,2023-06-09,18:06:00,6
10000097,UQ544157,67XX W MICHIGAN AVE,730,THEFT,SHOPLIFTING,SIDEWALK,False,False,612,24,10.0,77.0,08A,1177818.0,1894164.0,2015,2015-11-24 23:27:00,41.9322031,-87.77389177,"(41.9322031, -87.77389177)",TUESDAY,2015-11-17,23:27:00,11
10000098,XX083246,31XX N FULLERTON AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,"SCHOOL, PUBLIC, BUILDING",False,True,312,6,18.0,52.0,26,1169789.0,1920316.0,2020,2020-06-13 17:30:00,41.89424386,-87.67948403,"(41.89424386, -87.67948403)",THURSDAY,2020-06-11,17:30:00,6
10000099,FV824972,68XX N COTTAGE GROVE AVE,460,BATTERY,SIMPLE,BAR OR TAVERN,False,False,1711,15,48.0,63.0,04B,1165556.0,1890543.0,2017,2017-03-07 14:58:00,41.84458091,-87.75230827,"(41.84458091, -87.75230827)",WEDNESDAY,2017-02-08,14:58:00,2
10000100,GK077096,83XX S PULASKI RD,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,APARTMENT,True,True,711,6,17.0,12.0,07,1188991.0,1867145.0,2020,2020-05-09 17:22:00,41.70489531,-87.5438536,"(41.70489531, -87.5438536)",MONDAY,2020-04-27,17:22:00,4
10000101,RM323269,77XX E BROADWAY,312,ROBBERY,ARMED: HANDGUN,VEHICLE NON-COMMERCIAL,False,True,2511,10,44.0,67.0,19,1192164.0,1879938.0,2018,2018-12-14 15:13:00,41.84345412,-87.60129336,"(41.84345412, -87.60129336)",THURSDAY,2018-11-29,15:13:00,11
10000102,NV881012,29XX W CHICAGO AVE,750,THEFT,THEFT $500 AND UNDER,ALLEY,False,False,1111,17,19.0,34.0,26,1190800.0,1877453.0,2022,2022-09-10 08:01:00,41.86490711,-87.50157388,"(41.86490711, -87.50157388)",SATURDAY,2022-08-20,08:01:00,8
10000103,BW124594,49XX E DIVISION ST,610,BURGLARY,FORCIBLE ENTRY,ALLEY,False,False,121,16,8.0,61.0,20,1194471.0,1890038.0,2018,2018-09-29 13:37:00,41.9732903,-87.651374465,"(41.9732903, -87.77863528)",WEDNESDAY,2018-09-19,13:37:00,9
10000104,XT500728,94XX E MICHIGAN AVE,850,DECEPTIVE PRACTICE,FRAUD,SIDEWALK,False,False,311,6,32.0,12.0,06,1169165.0,1853018.0,2023,2023-08-09 19:36:00,41.81101804,-87.51040165,"(41.81101804, -87.51040165)",SATURDAY,2023-07-15,19:36:00,7
10000105,DS736765,28XX N COTTAGE GROVE AVE,750,THEFT,THEFT $500 AND UNDER,ALLEY,False,False,1511,25,9.0,44.0,04B,1170169.0,1868273.0,2021,2021-10-07 16:27:00,41.97442531,-87.52453838,"(41.97442531, -87.52453838)",WEDNESDAY,2021-09-08,16:27:00,9
10000106,CC112527,66XX N BROADWAY,740,THEFT,THEFT OVER $500,STREET,False,False,1111,24,1.0,39.0,04A,1156858.0,1916452.0,2022,2022-12-06 08:44:00,41.77099314,-87.651374465,"(41.77099314, -87.6183097)",MONDAY,2022-11-14,08:44:00,11
10000107,WW364188,7XX N COTTAGE GROVE AVE,910,VANDALISM,CRIMINAL DAMAGE,ALLEY,False,True,122,5,6.0,66.0,13,1199433.0,1873681.0,2016,2016-04-13 20:42:00,41.76676763,-87.73065191,"(41.76676763, -87.73065191)",MONDAY,2016-03-28,20:42:00,3
10000108,CX454676,90XX N COTTAGE GROVE AVE,510,ASSAULT,AGGRAVATED: HANDGUN,PARKING LOT / GARAGE(NON.RESID.),False,False,621,14,26.0,59.0,04B,1194306.0,1863342.0,2019,2019-03-11 20:11:00,41.8334735,-87.67347805,,THURSDAY,2019-03-07,20:11:00,3
10000109,VO906188,83XX W ASHLAND AVE,460,BATTERY,SIMPLE,RESIDENCE,False,False,1711,20,15.0,44.0,20,1162428.0,1877659.0,2022,2022-08-27 16:47:00,41.71857264,-87.60148602,"(41.71857264, -87.60148602)",MONDAY,2022-08-08,16:47:00,8
10000110,UZ685643,71XX N HALSTED ST,750,THEFT,THEFT $500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",False,True,1511,20,29.0,12.0,16,1155132.0,1882987.0,2017,2017-09-15 06:28:00,41.839212,-87.6039881,"(41.839212, -87.6039881)",SUNDAY,2017-08-20,06:28:00,8
10000111,EY347714,14XX E PULASKI RD,560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,1911,11,23.0,38.0,12,1157022.0,1907348.0,2016,2016-02-05 19:14:00,41.70373343,-87.75075339,,THURSDAY,2016-02-04,19:14:00,2
10000112,ZX729941,65XX W DIVISION ST,2830,CRIMINAL TRESPASS,TO RESIDENCE,BAR OR TAVERN,False,False,411,20,31.0,66.0,09,1182876.0,1898492.0,2023,2023-04-18 04:59:00,41.93457325,-87.76893381,"(41.93457325, -87.76893381)",TUESDAY,2023-04-04,04:59:00,4
10000113,WK013002,91XX W BROADWAY,1310,NARCOTICS,POSS: COCAINE,RETAIL STORE,True,False,1611,25,9.0,23.0,20,1178114.0,1896624.0,2021,2022-01-12 19:43:00,41.90310582,-87.57176749,"(41.90310582, -87.57176749)",FRIDAY,2021-12-31,19:43:00,12
10000114,AG678897,54XX E STATE ST,312,ROBBERY,ARMED: HANDGUN,COMMERCIAL / BUSINESS OFFICE,True,False,1011,19,15.0,72.0,11,1183224.0,1924118.0,2020,2020-02-19 07:55:00,41.92964653,-87.7137084,"(41.92964653, -87.7137084)",TUESDAY,2020-01-28,07:55:00,1
10000115,PU683750,6XX S MADISON ST,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,BAR OR TAVERN,True,False,1121,4,25.0,6.0,04B,1150282.0,1887306.0,2017,2017-02-21 22:47:00,41.73827865,-87.54619574,"(41.73827865, -87.54619574)",SATURDAY,2017-02-04,22:47:00,2
10000116,GQ920837,86XX E GRAND AVE,1310,NARCOTICS,POSS: COCAINE,RESTAURANT,False,False,511,11,24.0,38.0,04A,1187606.0,1901944.0,2017,2017-07-06 21:42:00,41.83245716,-87.6315996,"(41.83245716, -87.6315996)",SUNDAY,2017-06-25,21:42:00,6
10000117,FV874806,88XX W WESTERN AVE,560,ASSAULT,SIMPLE,ALLEY,True,False,212,11,33.0,11.0,06,1153273.0,1903626.0,2015,2015-07-06 12:41:00,41.85139245,-87.79780082,"(41.85139245, -87.79780082)",MONDAY,2015-06-29,12:41:00,6
10000118,YC730743,90XX N CHICAGO AVE,850,DECEPTIVE PRACTICE,FRAUD,CONVENIENCE STORE,False,True,112,14,28.0,41.0,02,1153161.0,1909676.0,2017,2017-12-16 14:28:00,41.69176968,-87.5839143,"(41.69176968, -87.5839143)",SATURDAY,2017-11-25,14:28:00,11
10000119,FX811621,40XX S CHICAGO AVE,620,BURGLARY,UNLAWFUL ENTRY,COMMERCIAL / BUSINESS OFFICE,False,False,1911,24,24.0,2.0,03,1169704.0,1893802.0,2018,2018-05-31 18:58:00,41.70253194,-87.62818442,"(41.70253194, -87.62818442)",SATURDAY,2018-05-05,18:58:00,5
10000120,OJ340227,43XX E ASHLAND AVE,1310,NARCOTICS,POSS: COCAINE,GROCERY FOOD STORE,True,False,911,20,32.0,43.0,13,1195005.0,1875422.0,2015,2015-10-27 11:12:00,41.72001352,-87.61414527,"(41.72001352, -87.61414527)",SATURDAY,2015-10-03,11:12:00,10
10000121,XO594732,75XX W PULASKI RD,850,DECEPTIVE PRACTICE,FRAUD,RETAIL STORE,True,False,412,9,9.0,69.0,01A,1150931.0,1890574.0,2016,2017-01-16 18:05:00,41.84061179,-87.77738001,"(41.71293871, -87.77738001)",TUESDAY,2016-12-20,18:05:00,12
10000122,BJ029344,29XX W CICERO AVE,750,THEFT,THEFT $500 AND UNDER,ALLEY,False,False,411,5,29.0,21.0,02,1186600.0,1925134.0,2021,2021-12-07 18:48:00,41.95165855,-87.75614028,"(41.95165855, -87.75614028)",SATURDAY,2021-11-20,18:48:00,11
10000123,LF521168,62XX N ASHLAND AVE,460,BATTERY,SIMPLE,CTA TRAIN,False,False,122,14,24.0,76.0,14,1167644.0,1919417.0,2021,2021-02-28 17:24:00,41.96217273,-87.64508847,"(41.96217273, -87.64508847)",SUNDAY,2021-02-07,17:24:00,2
10000124,YF644241,73XX N BROADWAY,510,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,True,False,1611,20,11.0,18.0,18,1159001.0,1926659.0,2015,2015-04-21 10:08:00,41.7067736,-87.72252211,"(41.7067736, -87.72252211)",THURSDAY,2015-04-02,10:08:00,4
10000125,MD688765,65XX N HALSTED ST,730,THEFT,SHOPLIFTING,STREET,False,False,1111,7,34.0,65.0,16,1179990.0,1920220.0,2019,2019-03-31 13:06:00,41.74322666,-87.52951753,"(41.74322666, -87.52951753)",SATURDAY,2019-03-30,13:06:00,3
10000126,NJ284145,91XX N WESTERN AVE,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,HOSPITAL BUILDING/GROUNDS,False,False,1411,15,9.0,33.0,01A,1177186.0,1870624.0,2023,2023-07-21 20:36:00,41.71514527,-87.6205123,"(41.71514527, -87.6205123)",MONDAY,2023-07-17,20:36:00,7
10000127,FK356719,90XX S WESTERN AVE,1020,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,False,False,2011,17,17.0,40.0,13,1182964.0,1909825.0,2020,2020-06-17 09:35:00,41.91073473,-87.54350032,"(41.91073473, -87.54350032)",SATURDAY,2020-05-30,09:35:00,5
10000128,FU566636,2XX S BROADWAY,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,RESIDENCE,False,True,711,22,42.0,67.0,13,1191011.0,1901223.0,2015,2015-06-17 19:59:00,41.86924177,-87.51628524,"(41.86924177, -87.51628524)",THURSDAY,2015-06-04,19:59:00,6
10000129,ON315257,23XX W WESTERN AVE,610,BURGLARY,FORCIBLE ENTRY,CTA BUS,False,False,911,19,38.0,45.0,08A,1196485.0,1895992.0,2015,2015-10-19 22:35:00,41.87190902,-87.74164244,"(41.87190902, -87.74164244)",FRIDAY,2015-10-09,22:35:00,10
10000130,KT351325,32XX E HALSTED ST,740,THEFT,THEFT OVER $500,VEHICLE NON-COMMERCIAL,False,False,521,9,5.0,49.0,08A,1175825.0,1850777.0,2021,2021-08-04 21:30:00,41.78471921,-87.51336629,"(41.78471921, -87.51336629)",SATURDAY,2021-07-31,21:30:00,7
10000131,ZX225074,36XX W COTTAGE GROVE AVE,510,ASSAULT,AGGRAVATED: HANDGUN,BAR OR TAVERN,True,False,2511,4,6.0,64.0,17,1168559.0,1875233.0,2021,2021-12-12 13:49:00,41.97739793,-87.54559682,"(41.97739793, -87.54559682)",WEDNESDAY,2021-12-08,13:49:00,12
10000132,FS382115,24XX W DIVISION ST,460,BATTERY,SIMPLE,SIDEWALK,False,False,912,20,7.0,42.0,10,1173567.0,1899046.0,2015,2015-02-17 01:13:00,41.85456902,-87.72885825,"(41.85456902, -87.72885825)",WEDNESDAY,2015-02-04,01:13:00,2
10000133,VM643359,21XX N PULASKI RD,750,THEFT,THEFT $500 AND UNDER,APARTMENT,False,False,1811,17,9.0,67.0,26,1178391.0,1881872.0,2020,2020-05-05 20:11:00,41.78001025,-87.63135846,"(41.78001025, -87.63135846)",TUESDAY,2020-04-21,20:11:00,4
10000134,CI367638,54XX W HALSTED ST,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,GROCERY FOOD STORE,False,False,211,18,32.0,58.0,09,1158378.0,1914617.0,2023,2023-10-24 11:20:00,41.87951366,-87.7565455,"(41.87951366, -87.7565455)",MONDAY,2023-10-02,11:20:00,10
10000135,CY327415,14XX E ASHLAND AVE,750,THEFT,THEFT $500 AND UNDER,STREET,True,True,1022,3,14.0,22.0,03,1151318.0,1881761.0,2017,2017-11-20 22:44:00,41.95360729,-87.63546988,"(41.95360729, -87.63546988)",FRIDAY,2017-10-27,22:44:00,10
10000136,LJ230883,62XX S HALSTED ST,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1221,6,38.0,77.0,10,1181976.0,1874772.0,2019,2020-01-15 08:44:00,41.85919535,-87.64296206,"(41.85919535, -87.64296206)",SATURDAY,2019-12-28,08:44:00,12
10000137,QN210114,31XX E BROADWAY,910,VANDALISM,CRIMINAL DAMAGE,OTHER,True,False,1022,15,36.0,56.0,19,1161029.0,1856336.0,2023,2023-12-15 00:23:00,41.84061179,-87.55147194,"(41.88379724, -87.55147194)",FRIDAY,2023-12-08,00:23:00,12
10000138,BU041888,43XX N ASHLAND AVE,740,THEFT,THEFT OVER $500,"SCHOOL, PUBLIC, BUILDING",False,False,111,8,6.0,20.0,02,1199898.0,1887094.0,2016,2016-05-28 19:46:00,41.78347301,-87.56016129,"(41.78347301, -87.56016129)",FRIDAY,2016-05-27,19:46:00,5
10000139,ZG407532,47XX N PULASKI RD,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,COMMERCIAL / BUSINESS OFFICE,False,True,321,25,20.0,42.0,06,1162665.0,1901081.0,2022,2022-07-03 23:30:00,41.97122628,-87.64372212,"(41.97122628, -87.64372212)",MONDAY,2022-06-20,23:30:00,6
10000140,RJ184426,57XX S MICHIGAN AVE,5003,PUBLIC PEACE VIOLATION,DISORDERLY CONDUCT,ALLEY,False,False,312,2,4.0,46.0,10,1199083.0,1913084.0,2021,2021-12-29 12:48:00,41.72774824,-87.73019761,"(41.72774824, -87.73019761)",WEDNESDAY,2021-12-08,12:48:00,12
10000141,RO354563,31XX E HALSTED ST,750,THEFT,THEFT $500 AND UNDER,SIDEWALK,True,False,1221,9,35.0,47.0,18,1150935.0,1918546.0,2020,2021-01-11 08:18:00,41.80371307,-87.74433971,"(41.80371307, -87.74433971)",TUESDAY,2020-12-15,08:18:00,12
10000142,MQ378870,84XX W HALSTED ST,610,BURGLARY,FORCIBLE ENTRY,BAR OR TAVERN,False,False,1711,14,43.0,63.0,06,1185892.0,1851046.0,2017,2017-03-16 07:36:00,41.70472569,-87.73378316,"(41.70472569, -87.73378316)",THURSDAY,2017-02-23,07:36:00,2
10000143,EE431943,86XX W WESTERN AVE,750,THEFT,THEFT $500 AND UNDER,GAS STATION,False,False,411,25,16.0,73.0,26,1178828.0,1903959.0,2020,2021-01-03 13:12:00,41.91383251,-87.57011497,"(41.91383251, -87.57011497)",THURSDAY,2020-12-17,13:12:00,12
10000144,FI798955,1XX E CICERO AVE,750,THEFT,THEFT $500 AND UNDER,SIDEWALK,False,True,1211,9,24.0,58.0,08B,1150815.0,1860806.0,2019,2019-04-10 19:59:00,41.70039887,-87.71465535,"(41.70039887, -87.71465535)",SUNDAY,2019-03-17,19:59:00,3
10000145,TO007384,77XX E STATE ST,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,"SCHOOL, PUBLIC, BUILDING",False,True,811,7,47.0,10.0,04A,1184479.0,1896098.0,2016,2016-02-11 17:36:00,41.74187075,-87.55228843,"(41.74187075, -87.55228843)",TUESDAY,2016-01-12,17:36:00,1
10000146,DI475234,56XX E NORTH AVE,650,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE(NON.RESID.),True,False,312,18,45.0,29.0,07,1179756.0,1890378.0,2018,2018-08-11 16:09:00,41.80786481,-87.66631513,"(41.80786481, -87.66631513)",TUESDAY,2018-07-31,16:09:00,7
10000147,QL926170,22XX E GRAND AVE,610,BURGLARY,FORCIBLE ENTRY,"SCHOOL, PUBLIC, BUILDING",True,False,211,11,44.0,74.0,08B,1167226.0,1902432.0,2017,2017-10-03 06:49:00,41.84061179,-87.74285308,"(41.79958029, -87.74285308)",TUESDAY,2017-09-19,06:49:00,9
10000148,PR012760,86XX N NORTH AVE,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,APARTMENT,True,True,1811,19,14.0,27.0,26,1186496.0,1861307.0,2020,2020-01-25 15:21:00,41.7675974,-87.6550921,"(41.7675974, -87.6550921)",SATURDAY,2020-01-18,15:21:00,1
10000149,MT063399,68XX E MADISON ST,750,THEFT,THEFT $500 AND UNDER,STREET,False,False,2411,4,21.0,63.0,07,1196317.0,1851719.0,2022,2022-04-30 13:24:00,41.84061179,-87.66260412,"(41.84019525, -87.66260412)",WEDNESDAY,2022-04-13,13:24:00,4
10000150,OF158837,78XX E GRAND AVE,850,DECEPTIVE PRACTICE,FRAUD,PARKING LOT / GARAGE(NON.RESID.),False,False,1711,5,6.0,49.0,08B,1162018.0,1862219.0,2016,2016-10-05 13:25:00,41.87765738,-87.73177161,"(41.87765738, -87.73177161)",TUESDAY,2016-09-13,13:25:00,9
10000151,DA966652,20XX S WESTERN AVE,510,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,False,False,811,11,10.0,4.0,08A,1196688.0,1921530.0,2020,2020-12-29 22:07:00,41.81337553,-87.66709865,"(41.81337553, -87.66709865)",WEDNESDAY,2020-12-23,22:07:00,12
10000152,WM342407,9XX S GRAND AVE,460,BATTERY,SIMPLE,GAS STATION,False,True,1111,7,15.0,5.0,06,1187118.0,1929059.0,2019,2019-05-13 15:08:00,41.77095761,-87.67608679,"(41.77095761, -87.67608679)",TUESDAY,2019-05-07,15:08:00,5
10000153,UH129694,57XX W BROADWAY,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,1811,2,16.0,67.0,08B,1181532.0,1853943.0,2016,2016-04-21 15:52:00,41.85731028,-87.645162,"(41.85731028, -87.645162)",WEDNESDAY,2016-03-23,15:52:00,3
10000154,NJ759337,58XX E HALSTED ST,1110,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,COMMERCIAL / BUSINESS OFFICE,False,False,612,7,30.0,12.0,26,1186663.0,1857295.0,2020,2020-02-09 02:29:00,41.90344092,-87.75080179,"(41.90344092, -87.75080179)",TUESDAY,2020-01-21,02:29:00,1
10000155,FR446082,78XX W CICERO AVE,510,ASSAULT,AGGRAVATED: HANDGUN,VEHICLE NON-COMMERCIAL,False,True,311,24,12.0,16.0,01A,1174881.0,1889891.0,2023,2023-03-20 19:28:00,41.91961874,-87.79633767,"(41.91961874, -87.79633767)",FRIDAY,2023-03-10,19:28:00,3
10000156,CH330452,96XX E STATE ST,320,ROBBERY,STRONGARM - NO WEAPON,RESTAURANT,False,False,321,4,27.0,23.0,13,1189365.0,1864193.0,2018,2018-05-09 12:05:00,41.89745409,-87.6215093,"(41.89745409, -87.6215093)",MONDAY,2018-05-07,12:05:00,5
10000157,VW221147,64XX W FULLERTON AVE,1240,NARCOTICS,POSS: HEROIN(WHITE),VEHICLE NON-COMMERCIAL,False,False,1121,22,46.0,37.0,17,1167692.0,1860377.0,2020,2020-12-30 23:30:00,41.84761737,-87.5014927,,SUNDAY,2020-12-06,23:30:00,12
10000158,VX440114,23XX S MADISON ST,510,ASSAULT,AGGRAVATED: HANDGUN,GAS STATION,False,False,1611,3,20.0,39.0,01A,1169802.0,1895513.0,2017,2017-04-30 18:16:00,41.72415103,-87.70001513,"(41.72415103, -87.70001513)",TUESDAY,2017-04-04,18:16:00,4
10000159,PW773044,78XX W COTTAGE GROVE AVE,910,VANDALISM,CRIMINAL DAMAGE,CTA BUS,False,False,122,25,22.0,46.0,17,1181325.0,1917392.0,2021,2021-04-12 16:13:00,41.69935195,-87.50491437,"(41.69935195, -87.50491437)",WEDNESDAY,2021-03-24,16:13:00,3
10000160,SL750965,67XX S PULASKI RD,740,THEFT,THEFT OVER $500,CTA BUS,False,False,412,17,33.0,20.0,04A,1166366.0,1911558.0,2016,2016-02-10 14:01:00,41.84061179,-87.70689239,"(41.95216373, -87.70689239)",FRIDAY,2016-01-15,14:01:00,1
10000161,HY851385,27XX E MADISON ST,312,ROBBERY,ARMED: HANDGUN,APARTMENT,False,False,1211,9,35.0,41.0,04A,1197914.0,1894770.0,2017,2017-05-19 12:12:00,41.7372488,-87.76566188,"(41.7372488, -87.76566188)",TUESDAY,2017-05-09,12:12:00,5
10000162,VX446742,73XX S HALSTED ST,312,ROBBERY,ARMED: HANDGUN,OTHER,True,False,712,16,40.0,46.0,13,1153927.0,1923822.0,2021,2021-09-16 18:44:00,41.91752076,-87.55721005,"(41.91752076, -87.55721005)",TUESDAY,2021-08-24,18:44:00,8
10000163,NK465933,42XX N BROADWAY,620,BURGLARY,UNLAWFUL ENTRY,COMMERCIAL / BUSINESS OFFICE,False,False,321,12,31.0,60.0,04A,1170284.0,1907141.0,2020,2020-06-23 02:30:00,41.86240348,-87.6476151,"(41.86240348, -87.6476151)",FRIDAY,2020-06-19,02:30:00,6
10000164,MR088960,88XX W MADISON ST,460,BATTERY,SIMPLE,PARKING LOT / GARAGE(NON.RESID.),False,False,2411,17,8.0,76.0,04A,1197794.0,1855568.0,2023,2023-05-14 22:36:00,41.93660692,-87.7471478,"(41.93660692, -87.7471478)",MONDAY,2023-04-17,22:36:00,4
10000165,CH045674,7XX N CHICAGO AVE,1200,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,False,False,211,15,46.0,45.0,16,1192625.0,1854992.0,2023,2023-12-28 21:19:00,41.84312716,-87.54570898,"(41.84312716, -87.54570898)",TUESDAY,2023-11-28,21:19:00,11
10000166,LL832404,78XX W COTTAGE GROVE AVE,750,THEFT,THEFT $500 AND UNDER,BAR OR TAVERN,False,False,1511,24,2.0,19.0,26,1190297.0,1918812.0,2022,2022-07-10 08:00:00,41.73073272,-87.75883392,"(41.73073272, -87.75883392)",THURSDAY,2022-07-07,08:00:00,7
10000167,XN049533,10XX E STATE ST,560,ASSAULT,SIMPLE,RETAIL STORE,False,True,621,5,47.0,68.0,20,1173622.0,1909334.0,2021,2021-07-07 15:44:00,41.95697464,-87.77346609,"(41.95697464, -87.77346609)",SUNDAY,2021-07-04,15:44:00,7
10000168,AC151482,36XX E CLARK ST,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,CONVENIENCE STORE,True,True,711,25,19.0,4.0,18,1189188.0,1870164.0,2020,2020-04-24 17:36:00,41.7280464,-87.77694132,"(41.7280464, -87.77694132)",WEDNESDAY,2020-04-22,17:36:00,4
10000169,HT753741,60XX W FULLERTON AVE,650,MOTOR VEHICLE THEFT,AUTOMOBILE,APARTMENT,False,False,321,14,16.0,57.0,05,1187774.0,1859279.0,2020,2020-08-18 19:26:00,41.79352272,-87.60732167,"(41.79352272, -87.60732167)",FRIDAY,2020-07-24,19:26:00,7
10000170,RZ300045,94XX S MADISON ST,320,ROBBERY,STRONGARM - NO WEAPON,GROCERY FOOD STORE,True,False,812,22,42.0,35.0,07,1173055.0,1890235.0,2020,2020-12-30 18:54:00,41.76660318,-87.62474695,"(41.76660318, -87.62474695)",WEDNESDAY,2020-12-16,18:54:00,12
10000171,MY692497,24XX E BROADWAY,486,BATTERY,DOMESTIC BATTERY AGGRAVATED,ALLEY,False,True,1011,4,6.0,17.0,26,1198358.0,1921680.0,2017,2017-06-11 22:40:00,41.95996916,-87.63017936,"(41.95996916, -87.63017936)",WEDNESDAY,2017-06-07,22:40:00,6
10000172,AB770460,92XX E WESTERN AVE,610,BURGLARY,FORCIBLE ENTRY,ALLEY,False,True,411,7,40.0,51.0,13,1180698.0,1858499.0,2016,2017-01-28 14:31:00,41.84061179,-87.67062393,"(41.85218965, -87.67062393)",THURSDAY,2016-12-29,14:31:00,12
10000173,BZ638387,88XX E NORTH AVE,510,ASSAULT,AGGRAVATED: HANDGUN,VEHICLE NON-COMMERCIAL,False,False,111,3,35.0,29.0,09,1176765.0,1929328.0,2020,2020-06-05 14:54:00,41.92394897,-87.7636389,"(41.92394897, -87.7636389)",TUESDAY,2020-05-12,14:54:00,5
10000174,ZA337426,40XX W GRAND AVE,312,ROBBERY,ARMED: HANDGUN,HOSPITAL BUILDING/GROUNDS,True,True,311,16,48.0,25.0,19,1169438.0,1913419.0,2019,2019-02-01 15:56:00,41.98891507,-87.72845446,"(41.98891507, -87.72845446)",FRIDAY,2019-01-11,15:56:00,1
10000175,BF387416,15XX W CICERO AVE,560,ASSAULT,SIMPLE,GAS STATION,False,False,121,5,1.0,23.0,04A,1191767.0,1855116.0,2021,2021-12-28 04:44:00,41.71918767,-87.61663223,"(41.71918767, -87.61663223)",TUESDAY,2021-12-07,04:44:00,12
10000176,EC684876,11XX N MICHIGAN AVE,320,ROBBERY,STRONGARM - NO WEAPON,RESTAURANT,True,True,2211,6,29.0,32.0,14,1188883.0,1851250.0,2019,2019-09-15 09:23:00,41.94421001,-87.61626755,"(41.94421001, -87.61626755)",WEDNESDAY,2019-08-28,09:23:00,8
10000177,UR217694,65XX S GRAND AVE,740,THEFT,THEFT OVER $500,STREET,False,True,1911,12,27.0,1.0,16,1168095.0,1910890.0,2015,2016-01-06 17:50:00,41.84905971,-87.77129484,"(41.84905971, -87.77129484)",SUNDAY,2015-12-27,17:50:00,12
